ID,AGE,INCOME,SEX,MARRIED,FICO,OWNHOME
351329287,48,50,F,1,660,0
351553175,47,62,F,1,654,1
352032603,65,66,F,1,651,0
352036236,62,58,F,1,701,1
352175997,44,57,M,1,696,0
352205344,27,23,F,1,690,0
352323786,39,19,M,1,686,0
352372080,42,35,F,1,692,1
352515031,26,42,F,1,741,1
352663048,42,75,M,0,725,1
352946784,37,33,M,0,726,0
353047284,30,48,M,0,659,0
353076008,49,53,M,1,714,0
354030227,35,53,F,1,682,1
354034293,62,16,F,1,695,1
354039435,47,52,M,1,713,0
354061339,44,62,M,0,723,1
354202234,45,69,M,1,649,0
354520769,50,56,M,0,702,0
354574572,31,69,M,0,656,0
354730814,42,53,M,0,696,0
354768591,50,41,M,1,682,0
354808676,29,27,F,1,730,0
354981897,27,20,F,0,698,1
355016682,38,61,M,0,706,1
355122707,44,40,F,1,719,0
355188680,41,36,F,1,700,0
355294257,49,41,M,1,661,1
355461997,,,,,701,
355496857,31,34,F,1,719,0
355892192,49,58,M,1,715,0
355974810,37,60,M,0,719,1
356024046,33,64,M,0,704,1
356162842,54,32,M,1,682,0
356524210,74,38,M,1,702,0
356630665,63,55,M,1,648,0
356991311,45,57,F,1,707,0
357203994,44,39,F,1,701,0
357286257,39,62,M,0,715,0
357355071,62,63,M,1,664,1
357537954,51,55,M,1,698,0
357825612,47,22,F,1,659,1
357964851,51,71,M,1,650,1
358133865,47,55,F,1,684,0
358306659,36,72,M,0,689,0
358508458,35,47,F,0,686,0
358662457,30,32,F,0,689,0
358917624,46,48,F,1,717,0
358937973,69,54,F,1,717,0
358944815,39,52,M,0,670,0
359049897,48,21,F,1,677,0
359115579,41,39,F,0,744,0
359163267,52,52,M,0,707,0
359490990,,,,,715,
359565234,51,34,F,1,693,0
359670104,42,25,M,1,711,0
359961954,40,69,M,1,692,0
360188808,43,64,F,1,710,1
360282617,46,48,M,0,695,0
360716012,53,45,M,1,672,0
360878217,37,18,F,0,659,0
360933170,53,35,M,1,658,0
360979842,41,43,M,1,713,0
361026946,46,28,F,1,643,1
361189200,56,64,M,1,707,1
361383638,49,61,M,1,711,1
361537218,38,57,F,1,665,0
361662044,32,78,M,0,740,1
361739290,54,70,M,1,693,1
361849129,48,66,F,0,701,0
362136686,59,66,M,0,665,0
362159138,28,71,F,1,729,1
362177443,42,39,F,1,661,0
362201697,40,61,F,1,727,0
362498413,39,25,F,0,737,0
362550689,66,55,M,0,720,1
362657569,54,47,M,0,629,0
363082666,46,38,M,1,729,1
363298595,37,48,M,0,645,0
363329767,44,40,M,1,713,1
363362749,44,53,M,0,733,0
363418788,55,28,M,1,664,1
363459141,46,44,M,1,736,0
363585336,43,42,M,1,692,0
363593086,36,68,M,0,691,0
363842258,55,57,F,1,648,0
364255598,40,68,M,1,690,1
364351257,56,29,M,1,672,0
364958731,52,61,M,0,693,1
365072863,37,63,M,0,678,0
365130759,46,37,M,1,612,1
365423977,43,31,F,1,708,0
365583879,48,54,F,1,718,0
365613300,49,71,M,1,716,1
365673585,31,47,F,0,692,0
365807614,60,34,M,1,704,1
366352577,21,41,F,0,740,0
366534663,41,34,M,1,686,0
366535470,51,68,F,1,713,1
366642655,47,49,F,1,716,1
366680262,55,61,F,0,719,1
367132427,48,64,F,0,702,1
367496000,31,57,M,0,729,1
367573364,40,55,F,1,684,0
367660604,41,58,F,1,695,0
367695740,33,40,F,0,670,1
367916988,22,34,F,0,702,0
367963742,35,45,F,0,615,0
368033724,30,51,M,0,743,0
368171900,55,32,F,1,632,0
368296851,20,67,M,0,703,1
368312771,,,,,650,
368458557,60,37,M,1,670,0
369266929,46,56,M,1,732,0
369307083,50,40,M,0,717,1
369315615,60,57,M,1,689,1
369629723,58,44,M,1,683,1
369652361,59,39,M,1,665,1
370114520,59,29,F,1,718,1
370290998,36,35,F,0,704,0
370333150,56,57,F,1,737,1
370600008,47,31,F,0,648,1
370813932,43,26,M,1,650,0
371154854,38,45,F,0,684,0
371212563,45,52,M,1,677,0
371329230,46,34,M,0,661,0
371542727,65,75,M,1,736,0
371858316,21,47,M,0,655,0
371861226,44,29,F,1,717,0
371905856,38,61,F,0,644,1
372081324,54,56,M,1,642,0
372250190,44,44,F,0,668,1
372653931,23,46,M,0,695,0
372813598,38,19,F,0,727,0
372952138,49,59,F,0,702,0
373274134,41,67,M,1,715,0
373587612,59,18,F,0,652,1
374030153,31,56,F,0,694,1
374127510,52,26,F,1,678,1
374408873,53,16,F,1,671,0
374483681,44,32,F,0,702,0
374624747,48,51,M,1,708,0
374924909,39,33,M,0,687,1
375212884,39,38,F,0,708,0
375213897,40,37,M,1,691,0
375316434,28,45,F,0,717,0
375361947,53,54,M,0,672,0
375550215,68,41,M,0,677,1
375629049,29,52,M,0,673,0
376197701,41,19,M,1,688,0
376262612,36,63,F,0,682,0
376984035,43,54,F,1,667,0
377070925,39,61,M,0,725,1
377642172,30,49,M,0,671,0
377799889,41,21,F,0,673,0
377916245,45,34,F,0,664,0
378178601,55,53,M,1,671,0
378190840,23,46,F,0,599,0
378804935,52,52,M,0,690,0
379099049,50,22,M,0,672,0
379141638,26,36,F,1,691,0
379173847,46,45,F,1,727,0
379201304,36,61,F,0,701,1
379454103,53,75,M,0,638,1
380033432,24,38,F,0,676,0
380188525,53,69,M,1,647,1
380546749,54,68,M,1,655,1
380696613,45,71,M,0,665,1
380740868,49,34,F,1,668,1
380877818,42,43,F,1,705,1
380909035,49,21,F,1,680,0
380927896,65,19,F,1,692,1
381048616,39,63,M,0,664,1
381196324,38,29,F,0,687,0
381553109,36,54,F,1,720,0
382147195,56,61,F,0,729,1
382185543,53,42,M,1,672,0
382297667,33,60,M,1,659,1
382334876,41,62,M,1,657,1
383281695,44,58,M,0,678,1
383297882,38,71,M,0,701,0
383434371,42,64,M,1,715,1
384130886,51,37,F,1,702,0
384249357,32,64,F,0,670,1
384416957,,,,,700,
385084388,46,62,F,1,698,1
385130292,44,49,F,1,689,0
385198617,64,36,M,0,657,1
385231516,46,53,M,1,693,0
385474505,53,55,F,1,698,1
385562644,39,45,M,0,728,0
385889439,52,26,F,0,696,1
386200396,38,50,F,0,666,1
386598405,40,59,M,1,661,1
386634327,41,37,F,1,689,0
386652126,40,46,F,1,671,1
386739089,22,22,M,0,702,0
386935763,20,64,F,0,720,0
387040646,49,18,F,1,672,0
387096129,59,55,M,0,662,0
387324710,45,55,M,1,654,1
387343595,38,74,F,1,687,0
387357163,49,25,F,1,691,0
387606860,36,67,M,0,655,0
387813084,50,60,M,1,723,1
388109770,52,31,M,1,672,0
388147455,50,34,F,0,699,0
388279112,47,35,M,1,728,0
388549136,51,53,M,0,702,0
388608463,36,28,F,0,694,0
388653472,35,32,M,0,691,1
388915273,56,56,M,1,717,1
389636603,62,63,M,1,656,0
389713346,44,59,F,0,712,0
389928155,44,23,F,0,655,1
389986733,47,58,M,1,641,0
390366809,44,55,F,1,653,0
390531257,52,60,F,1,739,1
390673962,71,52,M,1,722,1
390852910,52,60,M,1,665,1
391433914,49,59,M,0,656,0
391773418,41,75,F,1,684,1
391793894,42,45,F,1,653,0
392097312,45,36,F,1,738,0
392134899,54,81,F,1,702,0
392215711,23,71,M,0,645,0
392518831,41,16,F,0,738,0
393227017,44,27,F,1,677,0
393341008,42,54,M,1,680,0
393668459,37,38,F,0,690,0
393874328,48,27,F,0,699,0
394483191,28,53,F,0,746,1
394585944,53,31,F,1,685,0
394753371,36,47,F,1,732,0
395181709,53,54,M,1,744,0
395808149,44,54,M,1,662,0
396260094,37,75,M,0,675,1
396541769,34,73,M,0,709,0
396574589,42,59,M,1,699,1
397126057,50,37,F,1,686,0
397366610,45,67,M,1,696,1
397424061,47,41,M,0,685,1
397486001,41,61,F,1,703,1
397677036,40,35,M,1,725,1
397964212,20,51,M,1,670,0
398062391,36,57,M,0,680,1
398602576,57,62,M,0,713,1
398630801,57,31,M,1,681,0
398774476,46,44,M,1,659,0
399091643,42,57,M,1,670,1
399148194,58,53,F,1,749,1
399225698,42,23,F,1,690,1
399590690,38,32,F,0,702,0
399804835,44,70,F,1,689,0
399892784,32,33,M,0,663,1
399951743,49,23,F,1,672,1
400307996,45,19,M,0,689,0
400640410,39,45,M,0,706,0
400645276,57,55,F,1,676,0
400883727,32,37,M,0,686,1
401016832,33,18,F,0,691,0
401521169,33,38,M,1,672,0
401679397,41,68,M,1,695,0
401807904,44,87,F,1,715,0
402062700,44,65,F,1,676,0
402089319,48,74,M,0,727,0
402763979,31,42,F,0,712,0
402794645,49,51,M,0,709,0
403196239,,,,,707,
403227531,57,51,F,1,690,0
403278596,28,52,M,0,696,0
403377691,46,54,F,0,693,0
403831112,60,59,F,1,684,1
404298455,43,66,M,1,673,1
405071587,52,54,M,0,672,0
405479595,30,39,M,0,739,0
405681282,57,41,M,1,675,1
406111151,52,30,F,1,695,0
407223610,30,66,F,0,715,0
407331417,35,50,F,0,635,1
407910599,47,71,F,0,716,1
407926140,50,34,F,1,749,0
408106752,39,57,F,0,715,1
408142828,34,61,M,0,684,1
408333118,52,49,M,0,712,0
408525082,33,23,F,0,724,1
408573687,34,39,M,0,663,0
408637554,46,58,F,0,644,0
408748140,36,63,M,0,735,1
408788343,44,63,M,1,659,0
408912408,48,72,M,0,724,0
409111522,69,54,M,0,672,1
409399448,40,69,F,1,667,1
409884668,40,54,F,1,713,1
409901796,43,53,F,1,695,0
409919628,35,64,M,0,699,0
410126327,52,66,F,1,687,0
410249727,44,19,F,1,695,0
410249827,39,58,M,0,737,0
410650827,44,57,M,1,678,1
410868733,40,24,F,0,677,1
410916689,60,53,F,1,714,0
410957301,,,,,689,
411021519,39,55,M,0,680,0
411048819,35,55,M,0,713,0
411089618,45,48,M,0,648,0
411209824,30,37,M,0,680,0
411791544,48,79,F,1,703,1
411899108,40,63,M,1,710,1
411939366,47,19,F,0,738,0
412213184,53,54,M,0,663,0
412257682,30,54,M,1,673,1
412372801,53,47,F,1,757,1
412629494,56,39,M,0,707,1
412708645,26,77,M,0,659,0
413182217,45,33,M,1,663,0
413301245,69,44,F,1,757,0
413318542,28,58,M,0,678,0
413383495,43,31,F,1,699,0
413406508,27,80,F,1,633,1
413522764,61,32,F,1,659,0
413917272,32,49,M,0,676,0
413949781,65,40,M,1,690,0
414078391,48,64,M,1,713,1
414566560,37,48,M,0,702,0
415219529,59,33,M,0,681,1
415593911,66,35,M,1,743,0
416278864,42,35,F,1,733,0
416311014,34,70,M,0,707,0
416537915,47,49,F,0,752,1
416734062,,,,,686,
416734861,39,65,M,0,662,1
416869214,36,41,F,0,694,0
416902832,48,20,F,0,713,0
417002455,37,40,F,0,688,0
417335354,36,67,F,0,718,1
417408486,46,55,M,1,776,0
417425585,,,,,686,
417531012,35,41,M,0,663,0
417598121,43,36,F,1,729,0
417629893,48,26,F,1,743,0
418493048,39,40,M,0,685,0
419006588,,,,,716,
419013359,43,73,M,0,683,1
419171312,44,40,F,1,667,1
419341195,34,37,F,0,691,0
419436765,38,68,F,0,765,0
419517920,51,35,M,1,686,0
419613447,26,38,F,0,702,1
419962381,,,,,735,
420740916,36,68,M,0,707,1
421010985,29,31,F,0,699,0
421247229,50,69,M,1,707,0
421308041,29,47,M,0,689,0
421368782,47,59,M,1,700,1
421689005,53,30,M,1,693,0
421791900,19,17,F,0,716,1
421800005,43,54,M,0,733,0
421859096,49,44,F,1,730,0
421897597,52,37,M,1,733,1
422026362,,,,,686,
422216449,41,62,F,1,699,0
423080655,45,25,F,1,641,0
423187990,24,53,M,0,685,0
423937667,37,54,F,1,690,0
423944610,55,56,M,1,723,0
424278033,42,16,F,1,679,0
424314265,73,28,F,1,667,0
424415269,33,68,M,0,660,0
424595676,40,52,M,0,742,0
424669609,,,,,698,
425277449,54,53,M,0,694,0
425372422,45,51,M,1,623,0
425377864,44,59,M,1,709,0
425542878,47,67,M,1,694,0
425897155,47,50,F,1,674,0
425931149,38,44,F,0,666,0
426243361,28,47,M,0,677,1
426329797,55,59,F,1,708,0
426363555,74,32,M,1,687,0
426645828,52,29,F,1,777,0
426894917,41,36,F,1,744,1
427273444,34,66,M,0,696,0
427428314,45,26,M,0,678,0
427541747,54,19,M,0,689,0
427943031,53,27,F,1,667,1
428118903,49,19,F,1,694,0
428306150,27,58,M,0,724,1
429130684,49,31,M,0,690,0
429173896,67,74,M,1,733,0
429711293,39,22,M,0,697,1
429835445,50,23,F,1,710,1
430137095,39,35,F,0,647,0
430208202,72,59,F,1,695,1
430246962,67,35,M,1,661,1
430575735,42,57,M,1,725,0
430632225,45,59,M,1,709,1
430783279,50,39,F,1,696,0
431083218,50,53,M,1,689,0
431117619,50,24,F,1,762,0
431319681,49,26,F,1,691,1
431985431,51,56,F,1,710,0
432605770,36,57,M,0,681,0
432810161,41,58,F,0,650,0
432941038,45,63,M,1,706,0
432968729,58,20,M,1,631,0
433140855,46,51,F,1,684,0
433297472,37,39,F,0,691,0
433355339,64,35,M,0,744,1
433399824,33,33,M,0,703,0
433457432,48,45,F,1,701,0
433488138,46,71,F,1,710,1
433542532,42,72,M,1,666,0
433702882,44,58,M,0,719,1
433891626,38,77,F,0,746,0
433975891,43,60,F,1,706,0
433992276,24,18,M,0,668,0
434015289,53,68,F,0,670,1
434068131,49,38,F,1,695,1
434086106,40,67,M,1,655,0
434341544,48,40,F,1,714,1
434569701,42,64,M,1,751,0
434776682,32,52,M,0,720,0
434779596,52,36,F,1,623,0
435195172,44,39,F,0,705,0
435219142,50,33,F,1,655,0
435254529,51,52,F,1,658,0
435304625,43,40,F,1,682,1
435827296,66,48,F,1,739,0
435972184,30,36,F,0,690,0
436039669,36,20,F,0,,0
436123586,51,70,F,1,740,1
437137533,44,62,F,1,710,0
437162754,54,41,M,1,702,0
437317239,38,61,F,0,712,1
438078378,50,44,F,1,675,0
438135715,41,19,F,1,672,0
438679778,46,61,F,1,709,1
438809589,54,23,F,1,659,1
438946528,47,49,F,1,674,0
439390397,49,37,F,1,709,0
439440172,51,19,F,1,713,0
439634344,60,35,F,1,643,0
439645276,48,43,M,0,742,0
439647311,49,55,F,1,772,1
439696357,50,57,F,1,655,0
439714674,42,35,F,1,703,1
439744611,58,72,M,1,680,0
440187965,47,68,M,1,677,0
440237187,58,18,F,1,692,0
440515626,34,16,M,1,663,0
440543849,19,59,M,1,717,0
440839151,51,36,F,1,740,0
440881001,37,57,M,0,681,0
440986510,36,29,F,0,678,1
440991930,49,18,M,1,708,0
441054266,44,31,F,0,677,0
441809666,34,47,F,0,728,0
441944898,36,64,M,0,654,1
442181573,56,49,M,1,723,0
442182071,43,59,M,1,672,1
442395765,37,24,M,1,696,0
442445611,47,74,M,0,699,0
442502806,53,67,F,1,725,0
442975260,51,27,F,1,699,1
443198974,52,58,M,1,687,0
443475296,38,58,F,0,747,0
443719353,45,30,F,1,712,1
443859400,45,37,F,1,681,0
443947739,40,63,M,1,704,0
443982540,55,48,M,1,660,1
444210108,45,71,M,0,693,0
444400047,53,34,F,0,663,0
445033198,51,15,F,0,713,0
445073805,48,26,F,1,710,1
445410441,19,44,F,1,705,1
445448222,39,61,F,0,686,0
445819201,19,68,M,1,638,0
446123346,33,59,F,0,714,0
446514418,50,70,M,0,660,0
446946655,70,45,M,0,658,1
447020997,53,55,M,1,718,0
447510032,43,32,F,1,671,0
447691327,50,17,F,1,705,0
447738984,53,17,M,1,733,0
447829887,34,23,M,1,655,0
448316404,42,23,M,0,681,0
448382360,63,29,F,1,670,1
448667468,35,34,F,0,703,0
449332133,69,33,M,1,646,0
449565184,49,41,M,1,686,1
449730594,40,37,M,1,692,1
449803024,34,58,M,0,668,1
450033717,56,28,F,1,620,0
450148422,48,58,M,1,614,0
450289556,49,68,F,1,643,0
450325422,44,31,F,0,691,0
450419429,,,,,726,
451879686,42,64,M,0,702,0
451892170,45,68,M,1,671,0
452167578,38,18,M,0,692,1
452328623,69,44,F,1,735,0
453102791,44,65,F,1,730,1
453205793,43,69,M,1,705,0
453285145,49,43,F,0,733,0
453676445,42,75,F,1,672,1
453691643,64,48,F,1,710,0
453754771,48,55,M,1,680,0
453865427,64,20,M,1,656,0
454019783,53,26,F,1,701,1
454257210,38,44,F,0,681,0
454268205,49,53,M,1,688,0
454401293,41,60,F,1,707,0
455059887,44,46,M,1,710,0
455337525,54,29,F,1,706,1
455972579,50,39,F,1,703,1
456576524,54,49,F,1,664,0
456900291,29,69,M,1,701,0
457269016,48,78,M,1,715,1
457280054,46,58,F,1,633,1
457329844,58,48,F,1,670,1
457369952,53,55,M,1,707,0
458923363,59,58,M,1,708,0
459349776,24,45,F,0,679,0
459855421,55,70,M,1,677,0
459899272,39,70,M,0,731,1
460031160,42,56,M,1,664,0
460335233,51,49,M,0,673,0
460779778,29,60,M,1,701,0
460809301,44,32,F,1,711,0
460963616,45,53,M,1,692,0
461041350,42,31,M,0,654,0
461203695,45,27,M,1,721,0
461262184,48,32,F,1,702,0
461483267,19,59,M,0,623,0
461497036,59,58,M,1,706,1
461617787,29,46,M,0,683,0
461790272,42,57,F,1,706,1
461840188,48,55,M,1,604,1
462041653,43,37,F,1,667,0
462110575,42,48,M,1,675,0
462142020,57,38,M,1,739,0
462501206,52,27,F,1,677,1
462517303,51,66,M,1,664,0
462553213,35,66,F,0,665,1
462717776,58,44,F,0,706,0
463141596,44,39,F,1,725,0
463206428,48,48,M,0,689,0
463278865,44,31,M,0,747,0
464021726,39,48,M,0,706,0
464025537,50,27,M,1,646,0
464035894,22,67,M,1,745,1
464588516,46,45,F,1,676,0
464608310,37,69,F,0,657,0
464705830,58,82,M,0,679,0
465071560,56,17,F,0,696,1
465470659,38,45,F,0,690,0
465795713,41,49,F,1,706,0
466308967,36,49,M,0,695,0
466342612,49,64,M,1,683,1
466400384,69,59,F,1,722,1
466426388,38,30,F,0,700,0
466614418,41,28,M,1,713,0
466631159,48,37,M,1,697,1
466772955,47,58,M,0,687,1
466904145,50,69,M,1,714,0
466991445,48,34,M,1,691,0
467404202,41,38,F,1,693,0
467452997,56,17,M,1,647,0
467509926,34,53,M,0,634,1
467869760,39,37,M,0,685,0
468360297,56,19,M,0,648,0
468571070,39,50,F,0,675,1
468619621,35,64,M,0,701,1
468954038,40,58,F,1,675,1
469118552,32,33,M,0,657,0
469152008,28,59,M,0,737,1
469159414,58,26,M,0,679,0
469190086,34,61,F,0,712,0
469433994,41,46,F,0,714,0
469748045,60,58,F,1,673,1
469791920,32,20,F,1,689,0
470122183,36,69,M,0,728,0
470263816,45,57,F,1,706,0
470579225,39,63,M,0,718,0
470985840,38,41,M,1,707,1
471114144,44,63,F,0,657,1
471420961,41,55,M,1,670,1
471977127,57,25,F,1,666,0
471995038,47,53,F,1,695,0
472029533,45,21,F,1,713,0
472170764,52,59,F,1,757,1
472295142,52,23,F,1,720,0
472357870,70,59,M,1,696,0
472398296,48,31,F,1,713,0
472459475,50,35,F,0,738,0
472520115,59,53,M,1,711,1
472683993,34,23,F,0,721,1
472857084,36,64,M,0,722,1
472977375,61,70,F,1,731,0
473529253,20,64,M,0,623,0
473552244,46,39,F,1,700,0
473764624,23,55,M,0,706,0
474130896,49,47,M,1,725,0
474400054,41,69,M,0,723,0
474541985,32,45,F,0,674,0
474688288,54,36,F,0,671,0
474824498,38,76,F,0,661,0
474923149,42,52,M,1,692,0
474937875,47,72,M,0,656,0
475102553,56,18,F,1,686,0
475482704,41,59,M,1,677,1
475498852,21,74,M,0,673,0
475935534,44,36,M,0,665,1
475991346,34,68,F,0,691,1
476058070,43,24,F,1,681,1
476196645,54,41,M,0,698,1
476214100,50,23,M,1,696,0
476335268,42,88,M,1,675,0
476395450,19,49,F,0,674,0
476522551,35,57,M,0,712,1
476563724,50,32,F,1,665,0
476842908,46,36,F,1,725,0
476962133,38,44,M,0,712,0
477**3914,60,21,F,1,722,0
477120602,43,46,M,1,686,0
477130645,52,32,F,1,693,1
477287968,72,41,F,1,725,0
477787050,43,48,F,0,680,0
477824807,49,53,F,1,683,0
477890920,21,57,M,0,690,0
477906574,45,62,M,1,669,1
478157158,34,50,M,0,634,0
478223937,28,38,M,0,668,0
478445028,48,59,M,1,702,0
478788934,57,61,M,1,683,1
479220950,50,70,M,0,662,1
479282064,40,32,F,1,682,0
479669780,30,61,M,0,704,1
479878676,42,60,M,1,662,1
480345016,67,46,F,1,677,1
480523787,42,63,M,1,710,0
480525992,42,65,M,1,662,0
480584645,31,56,F,1,693,0
480672960,33,60,M,0,713,0
480818363,55,57,F,0,745,0
480823851,31,58,M,1,637,1
481012172,31,45,M,0,663,1
481239226,46,76,F,1,647,0
481266494,39,32,F,0,685,1
481284484,39,68,F,0,727,1
481537852,50,62,M,1,694,1
482037807,32,31,M,0,696,1
482045628,56,56,F,0,673,1
482475673,72,51,F,0,703,1
482785576,21,42,F,0,668,0
482921930,41,70,M,0,749,0
482922877,47,45,M,1,718,1
482955655,49,25,F,1,720,1
483459136,43,18,F,1,684,0
484031013,43,40,F,1,722,1
484046689,52,40,F,0,660,0
484157123,,,,,716,
484393001,66,35,M,1,725,0
484595238,43,46,M,1,693,0
484632499,,,,,702,
484737943,55,56,M,1,716,0
484770145,40,41,M,1,677,0
484972458,35,70,F,0,670,0
485709424,50,63,F,0,727,0
486392038,49,46,M,1,711,1
486535895,47,45,F,1,681,0
486630083,39,50,M,0,640,0
486728620,45,25,M,1,723,0
487582127,20,39,M,0,686,0
487745309,42,21,F,1,703,0
487836963,64,44,M,1,701,0
487914613,,,,,635,
487924781,64,56,M,1,666,0
488015501,45,61,M,0,664,1
488190781,40,57,M,1,670,1
488730161,45,70,F,1,740,0
488842526,38,44,F,0,661,0
489107904,36,49,F,0,691,0
489191976,48,55,F,1,720,1
489249784,28,40,M,0,705,0
490056890,51,63,M,1,691,0
490538720,44,26,F,0,661,0
490591903,49,46,F,1,692,1
490634970,55,51,F,1,660,0
490645351,44,46,F,1,668,0
491075633,61,35,M,1,706,0
491137807,46,42,F,0,679,0
491182759,30,65,F,1,708,0
491532130,46,51,M,1,695,0
491705783,55,43,F,1,699,1
491767085,44,36,M,1,638,1
492270416,46,57,M,1,715,0
492468667,23,50,F,0,709,1
492633902,45,38,M,1,677,1
492658117,39,57,F,0,660,0
492669268,26,60,M,0,685,1
492680299,48,32,M,1,673,0
492743588,47,55,F,1,696,0
492794345,43,58,M,1,688,0
493088445,28,69,F,0,706,0
493426093,48,42,F,0,733,0
493445603,45,56,M,1,729,0
493832841,38,23,M,0,712,0
493835044,60,68,M,1,675,0
493910706,38,69,M,0,682,0
494**4317,41,57,F,0,735,0
494217814,50,61,F,1,672,1
494605613,46,57,M,1,671,0
495036757,35,72,M,0,685,0
495046116,44,37,F,0,702,1
495316867,44,43,F,0,707,0
495371168,28,39,M,0,747,1
495389828,52,54,M,1,701,0
495661502,60,52,F,1,697,0
495960058,29,29,M,0,704,1
496321986,45,33,M,0,693,0
497323923,42,51,M,1,699,0
497349654,,,,,682,
497409608,47,34,M,1,705,1
497478339,42,54,M,0,687,0
497648756,41,19,M,1,710,0
497748817,44,50,M,1,727,0
498067036,44,18,F,0,700,1
498115172,28,49,M,0,644,0
498254765,40,52,M,0,717,0
498318514,32,39,M,1,712,0
498364885,43,61,M,0,666,1
498387023,60,53,F,0,699,0
498559151,43,56,M,1,688,1
498582373,31,19,F,0,733,1
498930503,44,70,F,0,744,0
498942974,57,64,F,1,708,0
499478860,38,100,M,0,731,1
499700941,41,32,F,0,721,0
499783956,37,31,F,0,667,0
500169484,47,43,F,1,647,0
500180728,43,37,F,1,709,1
500197303,36,71,M,0,673,0
500320494,44,73,F,1,698,0
500347057,34,49,F,0,734,1
500385316,42,59,M,1,725,1
500615410,35,66,M,0,717,0
501193918,24,21,F,0,710,1
501274191,56,48,M,1,724,1
501300191,48,46,M,0,727,0
501608857,41,69,F,1,679,0
501732741,53,42,F,1,681,0
501798969,46,28,F,1,701,0
502121410,48,53,M,1,662,0
502921545,42,44,F,1,690,1
503076879,43,72,M,1,721,0
503386740,47,50,M,1,739,0
503547547,60,17,F,1,752,1
503915571,49,60,F,0,700,1
504443091,51,54,F,1,671,1
504467306,43,49,M,1,721,0
504638283,49,90,F,1,729,0
504640918,27,39,M,0,747,0
505011389,55,47,F,1,697,1
505062565,31,39,M,0,662,1
505168434,48,49,M,0,706,0
505459084,43,29,F,0,673,0
505507321,50,48,M,1,712,0
505569231,47,47,F,1,692,0
505737022,51,58,F,0,709,1
505872325,43,58,M,1,721,1
505880584,37,55,F,0,655,0
506266062,49,28,M,1,655,1
506388768,39,39,F,0,678,0
506439693,34,51,M,0,737,0
506445710,37,61,M,0,689,0
506621803,47,24,F,1,642,1
506851311,32,66,F,0,663,1
506852446,27,68,M,0,682,0
507367925,47,78,F,0,694,1
507705530,49,58,M,1,667,0
507742767,52,41,F,1,698,0
508212818,51,41,F,1,676,0
508246213,49,59,F,0,671,0
508343884,50,48,M,1,682,0
508492839,34,21,M,1,713,0
508841770,42,19,F,1,740,0
508947202,44,52,M,0,740,0
509167082,46,33,F,1,725,1
509567107,44,65,M,0,746,0
509899967,42,68,M,1,696,1
510171560,49,53,F,1,686,0
510648898,39,70,M,0,652,1
510862349,44,62,F,1,674,0
510972670,31,62,M,0,740,1
511249243,57,43,F,0,696,0
511385621,43,26,F,0,692,1
511632796,32,47,M,0,697,0
511852978,47,20,F,0,683,0
511939294,43,32,F,0,668,0
511945887,43,57,M,1,671,0
512726507,37,63,M,0,692,0
512755754,49,63,F,1,700,0
512769078,43,19,F,0,702,0
512924094,47,72,M,1,727,0
513002503,37,53,M,0,709,0
513076145,73,52,M,1,711,1
513202530,40,52,M,1,663,0
513288358,56,61,F,1,717,1
513613831,41,53,M,0,633,1
513683427,56,52,M,1,703,0
513832742,36,38,F,0,692,0
513910377,43,19,F,0,738,0
513933613,51,47,F,1,677,1
514082843,37,43,F,0,700,0
514107815,40,57,F,1,700,1
514225212,33,71,F,1,727,1
514562291,52,64,M,1,671,0
514826101,37,18,F,0,698,0
515093454,,,,,686,
515181200,57,72,M,1,696,1
515241081,51,60,M,1,723,0
515504866,49,35,F,0,686,0
515560292,34,17,F,0,721,0
515640209,39,37,F,0,703,0
516**1000,48,73,F,1,713,0
516168605,46,27,F,1,,1
516191573,25,52,M,0,688,0
516564092,74,37,F,1,707,0
516634097,48,34,M,1,705,1
516790255,62,38,F,1,683,0
517320729,50,69,M,1,747,0
517657575,43,51,M,1,732,0
517672275,57,47,F,1,662,0
517703228,54,56,F,1,672,1
517809990,74,40,M,0,725,1
518279150,40,68,M,0,712,0
518351222,51,40,F,1,738,1
518818484,51,29,F,1,693,1
518969930,30,62,M,0,727,1
519175527,42,22,F,0,693,0
519294803,45,48,F,1,713,0
519343315,54,59,M,0,725,1
519695632,45,35,M,1,653,1
519789953,52,28,F,1,707,1
519913739,40,20,M,1,709,0
520053102,54,68,M,1,682,0
520075894,47,22,M,1,687,0
520161988,42,40,F,0,700,0
520189260,34,21,M,0,688,0
520235793,44,56,F,1,719,0
520266008,58,60,F,1,686,0
520402602,42,24,M,0,719,0
521316417,53,64,F,0,715,1
521961209,55,64,M,1,703,1
522105434,57,58,F,1,682,0
522139565,56,56,M,1,710,1
522376240,43,30,M,1,663,1
522510964,52,27,M,0,684,0
522687227,41,42,F,1,701,1
523048882,36,60,M,0,707,1
523130444,49,41,F,1,720,0
523215588,42,43,M,1,699,0
523738049,33,39,F,0,746,0
523797007,43,36,F,1,670,0
523893781,39,64,M,0,673,0
523908798,34,30,F,0,690,1
524056600,43,32,M,1,699,0
524188119,39,57,M,0,725,0
524825012,65,50,M,1,699,0
524832450,44,33,M,1,696,0
525212678,48,58,M,1,683,0
525217897,39,61,F,0,678,1
525584738,42,58,F,0,693,1
525635674,35,53,F,0,649,1
525807543,34,54,M,0,619,0
525928252,34,67,M,0,720,0
